Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Brewery,City,State
Jalapeno Pale Ale,2508,0.055,45,71,American Pale Ale (APA),16,Birdsong Brewing Company,Charlotte, NC
Blown Out Brown,1441,0.052,25,408,American Brown Ale,12,Bitter Root Brewing,Hamilton, MT
Single Hop Ale,1413,0.063,38,408,American Pale Ale (APA),12,Bitter Root Brewing,Hamilton, MT
Sawtooth Ale,1411,0.054,20,408,American Blonde Ale,12,Bitter Root Brewing,Hamilton, MT
Saucy Intruder,2620,0.072,75,19,Rye Beer,16,Black Acre Brewing Co.,Indianapolis, IN
Deception,2412,0.045,16,113,American Blonde Ale,12,Black Market Brewing Company,Temecula, CA
Blackmarket Rye IPA,1898,0.075,35,113,American IPA,12,Black Market Brewing Company,Temecula, CA
Black Market Hefeweizen,1897,0.05,8,113,Hefeweizen,12,Black Market Brewing Company,Temecula, CA
Aftermath Pale Ale,1896,0.058,44,113,American Pale Ale (APA),12,Black Market Brewing Company,Temecula, CA
American India Red Ale,1850,0.071,83,295,American Strong Ale,12,Black Shirt Brewing Company,Denver, CO
American Red Porter,1849,0.071,45,295,American Porter,12,Black Shirt Brewing Company,Denver, CO
American Red Saison,1848,0.078,34,295,Saison / Farmhouse Ale,12,Black Shirt Brewing Company,Denver, CO
Colorado Red Ale,1847,0.066,44,295,American Amber / Red Ale,12,Black Shirt Brewing Company,Denver, CO
Saddle Bronc Brown Ale,2485,0.048,16,80,American Brown Ale,12,Black Tooth Brewing Company,Sheridan, WY
Bomber Mountain Amber Ale,2484,0.046,20,80,American Amber / Red Ale,12,Black Tooth Brewing Company,Sheridan, WY
Flying Sailor,2449,0.073,70,96,Rye Beer,12,Blackrocks Brewery,Marquette, MA
Nordskye,2634,0.048,47,13,American IPA,12,Blackrocks Brewery,Marquette, MI
North Third Stout,2153,0.06,30,13,Foreign / Export Stout,12,Blackrocks Brewery,Marquette, MI
Honey Lav,1953,0.052,17,13,American Pale Wheat Ale,12,Blackrocks Brewery,Marquette, MI
Coconut Brown Ale,1496,0.068,,13,American Brown Ale,12,Blackrocks Brewery,Marquette, MI
51K IPA,1481,0.07,51,13,American IPA,12,Blackrocks Brewery,Marquette, MI
Grand Rabbits,1480,0.055,16,13,Cream Ale,12,Blackrocks Brewery,Marquette, MI
1800 Big Log Wheat (2012),1564,0.05,,381,American Pale Wheat Ale,12,Blue Blood Brewing Company,Lincoln, NE
Double Play Pilsner,1541,0.052,21,381,American Pilsner,12,Blue Blood Brewing Company,Lincoln, NE
Brewerhood Brown Ale,1321,0.055,,381,American Brown Ale,12,Blue Blood Brewing Company,Lincoln, NE
Last Call Imperial Amber Ale,1320,0.08,70,381,American Amber / Red Ale,12,Blue Blood Brewing Company,Lincoln, NE
Pernicious Double IPA,1319,0.096,100,381,American Double / Imperial IPA,12,Blue Blood Brewing Company,Lincoln, NE
6-4-3 Double Play Pilsner,1303,0.052,21,381,German Pilsener,12,Blue Blood Brewing Company,Lincoln, NE
N Street Drive-In 50th Anniversary IPA,1025,0.086,80,381,American Double / Imperial IPA,12,Blue Blood Brewing Company,Lincoln, NE
467 Ethan's Stout,1012,0.05,,381,American Stout,12,Blue Blood Brewing Company,Lincoln, NE
1335 Wicked Snout,942,0.064,,381,Saison / Farmhouse Ale,12,Blue Blood Brewing Company,Lincoln, NE
543 Skull Creek Fresh Hopped Pale Ale,937,0.045,,381,American Pale Ale (APA),12,Blue Blood Brewing Company,Lincoln, NE
1327 Pod's ESB,888,0.056,37,381,Extra Special / Strong Bitter (ESB),12,Blue Blood Brewing Company,Lincoln, NE
1327 Pod's ESB,886,0.056,37,381,Extra Special / Strong Bitter (ESB),12,Blue Blood Brewing Company,Lincoln, NE
1327 Pod's ESB,612,0.056,37,381,Extra Special / Strong Bitter (ESB),12,Blue Blood Brewing Company,Lincoln, NE
834 Happy As Ale,611,0.046,35,381,American Pale Ale (APA),12,Blue Blood Brewing Company,Lincoln, NE
Yellow Collar,1372,0.059,10,423,Mead,12,Blue Dog Mead,Eugene, OR
Green Collar,1371,0.059,,423,Mead,12,Blue Dog Mead,Eugene, OR
Quarter Mile Double IPA,1812,0.08,80,305,American Double / Imperial IPA,12,Blue Hills Brewery,Canton, MA
Full Nelson Pale Ale,1547,0.059,60,383,American Pale Ale (APA),12,Blue Mountain Brewery,Afton, VA
Steel Wheels ESB,1546,0.065,30,383,Extra Special / Strong Bitter (ESB),12,Blue Mountain Brewery,Afton, VA
Blue Mountain Classic Lager,1545,0.053,22,383,Euro Pale Lager,12,Blue Mountain Brewery,Afton, VA
Full Nelson Pale Ale (2010),119,0.059,60,383,American Pale Ale (APA),12,Blue Mountain Brewery,Afton, VA
Kölsch 151,1408,0.049,16,415,Kölsch,12,Blue Mountain Brewery,Arrington, VA
Professor Black,2490,0.061,40,78,American Stout,12,Blue Owl Brewing,Austin, TX
Little Boss,2489,0.038,7,78,American Pale Wheat Ale,12,Blue Owl Brewing,Austin, TX
Van Dayum!,2488,0.057,32,78,American Amber / Red Ale,12,Blue Owl Brewing,Austin, TX
Spirit Animal,2487,0.051,35,78,American Pale Ale (APA),12,Blue Owl Brewing,Austin, TX
Toxic Sludge,939,0.07,40,490,American Black Ale,16,Blue Point Brewing Company,Patchogue, NY
Blue Point White IPA,692,0.06,40,490,American White IPA,12,Blue Point Brewing Company,Patchogue, NY
Blue Point Summer Ale,667,0.044,16,490,American Blonde Ale,12,Blue Point Brewing Company,Patchogue, NY
Toasted Lager,665,0.055,28,490,Vienna Lager,12,Blue Point Brewing Company,Patchogue, NY
Bohemian Export Lager,1607,0.06,40,365,Dortmunder / Export Lager,12,Bohemian Brewery,Midvale, UT
Altus Bohemes Altbier,1597,0.053,45,365,Altbier,12,Bohemian Brewery,Midvale, UT
Cherny Bock,344,0.04,,365,Schwarzbier,12,Bohemian Brewery,Midvale, UT
Czech Pilsner,89,0.05,,365,Czech Pilsener,12,Bohemian Brewery,Midvale, UT
Viennese Lager,88,0.05,23,365,Vienna Lager,12,Bohemian Brewery,Midvale, UT
Mad Manatee IPA,1569,0.065,60,379,American IPA,12,Bold City Brewery,Jacksonville, FL
Killer Whale Cream Ale,1568,0.055,,379,Cream Ale,12,Bold City Brewery,Jacksonville, FL
Duke's Cold Nose Brown Ale,1188,0.06,60,379,American Brown Ale,12,Bold City Brewery,Jacksonville, FL
Longhop IPA,1891,0.042,30,282,American IPA,16,Bolero Snort Brewery,Ridgefield Park, NJ
Lucky Buck,1890,0.04,34,282,Irish Dry Stout,16,Bolero Snort Brewery,Ridgefield Park, NJ
Bomb Lager (New Recipe),577,0.051,,526,Munich Helles Lager,12,Bomb Beer Company,New York, NY
Bomb Lager (Old Recipe),513,0.045,27,526,Munich Helles Lager,12,Bomb Beer Company,New York, NY
Firestarter India Pale Ale,2422,0.066,72,108,American IPA,12,Bonfire Brewing Company,Eagle, CO
Kilt Dropper Scotch Ale,1727,0.075,22,108,Scotch Ale / Wee Heavy,16,Bonfire Brewing Company,Eagle, CO
Wood Splitter Pilsner,1614,0.048,30,108,Czech Pilsener,16,Bonfire Brewing Company,Eagle, CO
Gyptoberfest,1613,0.056,26,108,Märzen / Oktoberfest,12,Bonfire Brewing Company,Eagle, CO
Farmer Wirtz India Pale Ale,1549,0.07,94,108,English India Pale Ale (IPA),16,Bonfire Brewing Company,Eagle, CO
Slow & Steady Golden Ale,1548,0.047,,108,American Blonde Ale,12,Bonfire Brewing Company,Eagle, CO
Pink-I Raspberry IPA,1517,0.068,60,108,American IPA,16,Bonfire Brewing Company,Eagle, CO
Moe's Original Bar B Que 'Bama Brew Golden Ale,1500,0.047,,108,American Blonde Ale,12,Bonfire Brewing Company,Eagle, CO
Live Local Golden Ale,1421,0.047,,108,American Blonde Ale,12,Bonfire Brewing Company,Eagle, CO
Screaming Eagle Special Ale ESB,1360,0.048,38,108,Extra Special / Strong Bitter (ESB),12,Bonfire Brewing Company,Eagle, CO
Dirtbag Dunkel,1184,0.049,,108,Munich Dunkel Lager,16,Bonfire Brewing Company,Eagle, CO
Kindler Pale Ale,1183,0.053,45,108,American Pale Ale (APA),12,Bonfire Brewing Company,Eagle, CO
Mistress Winter Wheat,1023,0.064,18,108,Winter Warmer,12,Bonfire Brewing Company,Eagle, CO
Tent Pole Vanilla Porter,998,0.061,32,108,American Porter,16,Bonfire Brewing Company,Eagle, CO
Awry Rye Pale Ale,997,0.058,,108,American Pale Ale (APA),12,Bonfire Brewing Company,Eagle, CO
Demshitz Brown Ale,996,0.058,29,108,American Brown Ale,12,Bonfire Brewing Company,Eagle, CO
Wood Splitter Pilsner (2012),931,0.048,,108,Czech Pilsener,12,Bonfire Brewing Company,Eagle, CO
Brush Creek Blonde,798,0.048,19,108,American Blonde Ale,16,Bonfire Brewing Company,Eagle, CO
Firestarter India Pale Ale,633,0.066,72,108,American IPA,16,Bonfire Brewing Company,Eagle, CO
Noche Dulce,2062,0.071,16,232,American Porter,16,Borderlands Brewing Company,Tucson, AZ
Porch Rocker,1830,0.045,8,301,Radler,12,Boston Beer Company,Boston, MA
Rebel IPA,1629,0.065,45,301,American IPA,16,Boston Beer Company,Boston, MA
Cold Snap,1601,0.055,10,301,Witbier,12,Boston Beer Company,Boston, MA
Samuel Adams Winter Lager,1427,0.056,22,301,Bock,12,Boston Beer Company,Boston, MA
Boston Lager,1349,0.049,30,301,Vienna Lager,16,Boston Beer Company,Boston, MA
Boston Lager,1310,0.049,30,301,Vienna Lager,12,Boston Beer Company,Boston, MA
Samuel Adams Octoberfest,1281,0.053,15,301,Märzen / Oktoberfest,12,Boston Beer Company,Boston, MA
Samuel Adams Summer Ale,1144,0.053,7,301,American Pale Wheat Ale,12,Boston Beer Company,Boston, MA
Boston Lager,1143,0.049,30,301,Vienna Lager,12,Boston Beer Company,Boston, MA
Hazed & Infused,1395,0.049,35,418,American Pale Ale (APA),12,Boulder Beer Company,Boulder, CO
Hoopla Pale Ale,808,0.057,35,418,American Pale Ale (APA),12,Boulder Beer Company,Boulder, CO
Hazed & Infused (2010),81,0.049,35,418,American Pale Ale (APA),12,Boulder Beer Company,Boulder, CO
Heavy Lifting,2596,0.062,80,32,American IPA,12,Boulevard Brewing Company,Kansas City, MO
1492,2300,0.065,,168,American Pale Ale (APA),12,Boxcar Brewing Company,West Chester, PA
Mango Ginger,2299,0.058,,168,American IPA,12,Boxcar Brewing Company,West Chester, PA
Passenger,2298,0.047,13,168,English Dark Mild Ale,12,Boxcar Brewing Company,West Chester, PA
Plum St. Porter,2107,0.06,52,220,American Porter,12,Bozeman Brewing Company,Bozeman, MT
Plum St. Porter,1573,0.057,52,220,American Porter,12,Bozeman Brewing Company,Bozeman, MT
Bozone HopZone IPA,1289,0.07,80,220,American IPA,12,Bozeman Brewing Company,Bozeman, MT
Bozone Hefe Weizen,1288,0.06,25,220,Hefeweizen,12,Bozeman Brewing Company,Bozeman, MT
Bozone Select Amber Ale,470,0.055,36,220,American Amber / Red Ale,12,Bozeman Brewing Company,Bozeman, MT
Evil Owl,2167,0.052,40,208,American Amber / Red Ale,12,Branchline Brewing Company,San Antonio, TX
Post Time Kölsch,2204,0.05,23,196,Kölsch,16,Breakside Brewery,Portland, OR
Agave Wheat,1522,0.042,9,392,American Pale Wheat Ale,12,Breckenridge Brewery,Denver, CO
SummerBright Ale,397,0.045,15,392,American Pale Wheat Ale,12,Breckenridge Brewery,Denver, CO
Lucky U IPA,193,0.062,68,392,American IPA,12,Breckenridge Brewery,Denver, CO
Avalanche Ale,83,0.054,19,392,American Amber / Red Ale,12,Breckenridge Brewery,Denver, CO
"You're My Boy, Blue",1802,0.05,12,309,Fruit / Vegetable Beer,12,Brew Bus Brewing,Tampa, FL
Last Stop IPA,1801,0.072,60,309,American IPA,12,Brew Bus Brewing,Tampa, FL
Rollin Dirty Red Ale,1800,0.05,21,309,Irish Red Ale,12,Brew Bus Brewing,Tampa, FL
Are Wheat There Yet?,1799,0.055,28,309,American Pale Wheat Ale,12,Brew Bus Brewing,Tampa, FL
Insert Hop Reference,2619,0.058,52,20,American Pale Ale (APA),16,Brew Link Brewing,Plainfield, IN
Manitou Amber,2468,0.053,,86,American Amber / Red Ale,16,Brewery Terra Firma,Traverse City, MI
Belfort,2637,0.067,,11,Saison / Farmhouse Ale,16,Brewery Vivant,Grand Rapids, MI
Star Runner,2636,0.06,,11,Belgian Pale Ale,16,Brewery Vivant,Grand Rapids, MI
Tart Side of the Barrel,2598,0.098,,11,American Double / Imperial Stout,16,Brewery Vivant,Grand Rapids, MI
Linnaeus Mango IPA,2597,0.06,,11,American IPA,16,Brewery Vivant,Grand Rapids, MI
Beasts A'Burnin',2548,0.07,,11,Rauchbier,16,Brewery Vivant,Grand Rapids, MI
Verdun,2542,0.077,,11,Bière de Garde,16,Brewery Vivant,Grand Rapids, MI
Barrel Aged Triomphe,2541,0.065,,11,Belgian IPA,16,Brewery Vivant,Grand Rapids, MI
Cherry Doppelbock,2504,0.065,,11,Doppelbock,16,Brewery Vivant,Grand Rapids, MI
Tropical Saison,2500,0.065,,11,Saison / Farmhouse Ale,16,Brewery Vivant,Grand Rapids, MI
Beach Patrol,2499,0.065,,11,Witbier,16,Brewery Vivant,Grand Rapids, MI
Nuit Serpent,2498,0.05,,11,Belgian IPA,16,Brewery Vivant,Grand Rapids, MI
Paris,2481,0.09,,11,Saison / Farmhouse Ale,16,Brewery Vivant,Grand Rapids, MI
The Grand Army,2476,0.055,,11,Belgian IPA,16,Brewery Vivant,Grand Rapids, MI
Acidulated Trip,2467,0.059,,11,Saison / Farmhouse Ale,16,Brewery Vivant,Grand Rapids, MI
Root Stock,2466,0.066,,11,Rye Beer,16,Brewery Vivant,Grand Rapids, MI
Mind Games,2465,0.041,,11,Dunkelweizen,16,Brewery Vivant,Grand Rapids, MI
Sous Chef,2433,0.082,,11,Belgian Strong Pale Ale,16,Brewery Vivant,Grand Rapids, MI
Dubbelicious,2418,0.065,,11,Dubbel,16,Brewery Vivant,Grand Rapids, MI
Psychopomp,2416,0.062,50,11,Belgian Dark Ale,16,Brewery Vivant,Grand Rapids, MI
Fat Paczki,2382,0.075,,11,Belgian Dark Ale,16,Brewery Vivant,Grand Rapids, MI
Earth-Like Planets,2381,0.054,,11,Belgian Pale Ale,16,Brewery Vivant,Grand Rapids, MI
Ski Patrol,2290,0.061,20,11,Witbier,16,Brewery Vivant,Grand Rapids, MI
Viking Ice Hole,2241,0.063,,11,Oatmeal Stout,16,Brewery Vivant,Grand Rapids, MI
Rye Porter,2240,0.056,,11,American Porter,16,Brewery Vivant,Grand Rapids, MI
Wizard Burial Ground,2137,0.099,27,11,Quadrupel (Quad),16,Brewery Vivant,Grand Rapids, MI
Smoky Wheat,2101,0.051,,11,Rauchbier,16,Brewery Vivant,Grand Rapids, MI
BRIPA,2092,0.062,,11,Belgian IPA,16,Brewery Vivant,Grand Rapids, MI
Mela,2091,0.062,,11,Belgian Dark Ale,16,Brewery Vivant,Grand Rapids, MI
W.I.P.A Snappa,2086,0.053,,11,Belgian IPA,16,Brewery Vivant,Grand Rapids, MI
Pepper in the Rye,2023,0.063,,11,Rye Beer,16,Brewery Vivant,Grand Rapids, MI
Moe Lasses',2006,0.064,,11,American Stout,16,Brewery Vivant,Grand Rapids, MI
Pumpkin Tart,1997,0.07,,11,Fruit / Vegetable Beer,16,Brewery Vivant,Grand Rapids, MI
Undertaker,1977,0.067,,11,Belgian Dark Ale,16,Brewery Vivant,Grand Rapids, MI
Undertaker (2014),1976,0.067,,11,Belgian Dark Ale,16,Brewery Vivant,Grand Rapids, MI
Coq D'Or,1974,0.05,,11,Belgian Pale Ale,16,Brewery Vivant,Grand Rapids, MI
North French,1973,0.06,,11,Bière de Garde,16,Brewery Vivant,Grand Rapids, MI
Agent a Deux,1959,0.065,,11,Belgian Dark Ale,16,Brewery Vivant,Grand Rapids, MI
Belgian Wit,1958,0.045,,11,Witbier,16,Brewery Vivant,Grand Rapids, MI
Pothole Stout,1949,0.063,,11,American Stout,16,Brewery Vivant,Grand Rapids, MI
Tree Bucket,1947,0.093,71,11,Belgian IPA,16,Brewery Vivant,Grand Rapids, MI
Le Flaneur Ale,1785,0.073,,11,American Wild Ale,16,Brewery Vivant,Grand Rapids, MI
Maize & Blueberry,1651,0.056,,11,Fruit / Vegetable Beer,16,Brewery Vivant,Grand Rapids, MI
Trebuchet Double IPA,1443,0.093,,11,American Double / Imperial IPA,16,Brewery Vivant,Grand Rapids, MI
Contemplation,1352,0.065,,11,Bière de Garde,16,Brewery Vivant,Grand Rapids, MI
Black Rabbit,1267,0.05,,11,American Black Ale,16,Brewery Vivant,Grand Rapids, MI
Zaison,1266,0.09,,11,Saison / Farmhouse Ale,16,Brewery Vivant,Grand Rapids, MI
Vivant Tripel,1178,0.082,,11,Tripel,16,Brewery Vivant,Grand Rapids, MI
Tart Side of the Moon,1136,0.098,,11,Belgian Dark Ale,16,Brewery Vivant,Grand Rapids, MI
Big Red Coq,1044,0.06,,11,American Amber / Red Ale,16,Brewery Vivant,Grand Rapids, MI
Hubris Quadrupel Anniversary Ale,1033,0.099,,11,Quadrupel (Quad),16,Brewery Vivant,Grand Rapids, MI
Plow Horse Belgian Style Imperial Stout,1031,0.095,,11,American Double / Imperial Stout,16,Brewery Vivant,Grand Rapids, MI
Escoffier Bretta Ale,909,0.092,,11,American Wild Ale,16,Brewery Vivant,Grand Rapids, MI
Contemplation (2012),873,0.065,,11,Bière de Garde,16,Brewery Vivant,Grand Rapids, MI
Vivant Belgian Style Imperial Stout (2012),860,0.099,,11,Russian Imperial Stout,16,Brewery Vivant,Grand Rapids, MI
Big Red Coq (2012),677,0.062,,11,American Amber / Red Ale,16,Brewery Vivant,Grand Rapids, MI
Zaison (2012),671,0.09,,11,Saison / Farmhouse Ale,16,Brewery Vivant,Grand Rapids, MI
Vivant Tripel (2012),670,0.092,,11,Tripel,16,Brewery Vivant,Grand Rapids, MI
Trebuchet Double IPA (2012),669,0.097,,11,Belgian IPA,16,Brewery Vivant,Grand Rapids, MI
Kludde,627,0.085,,11,Belgian Strong Dark Ale,16,Brewery Vivant,Grand Rapids, MI
Farm Hand,387,0.055,,11,Saison / Farmhouse Ale,16,Brewery Vivant,Grand Rapids, MI
Solitude,385,0.06,,11,Belgian Pale Ale,16,Brewery Vivant,Grand Rapids, MI
Triomphe,384,0.065,47,11,Belgian IPA,16,Brewery Vivant,Grand Rapids, MI
Tampa Pale Ale,1096,0.062,,468,American Pale Ale (APA),12,Brindle Dog Brewing Company,Tampa Bay, FL
Orange Grove Wheat Ale,1095,,,468,American Pale Wheat Ale,12,Brindle Dog Brewing Company,Tampa Bay, FL
Broad Brook Ale,2456,0.061,,90,American Amber / Red Ale,16,Broad Brook Brewing LLC,East Windsor, CT
Northern Lights Amber Ale,921,0.05,15,494,American Amber / Red Ale,12,Broken Tooth Brewing Company,Anchorage, AK
Polar Pale Ale,920,0.052,17,494,American Pale Ale (APA),12,Broken Tooth Brewing Company,Anchorage, AK
Chugach Session Ale,919,0.048,13,494,Cream Ale,12,Broken Tooth Brewing Company,Anchorage, AK
Fairweather IPA,648,0.061,64,494,American IPA,12,Broken Tooth Brewing Company,Anchorage, AK
East India Pale Ale,1279,0.068,47,438,English India Pale Ale (IPA),16,Brooklyn Brewery,Brooklyn, NY
Brooklyn Summer Ale,756,0.045,18,438,English Pale Mild Ale,12,Brooklyn Brewery,Brooklyn, NY
East India Pale Ale,566,0.068,47,438,English India Pale Ale (IPA),12,Brooklyn Brewery,Brooklyn, NY
Brooklyn Summer Ale (2011),328,0.045,,438,English Pale Mild Ale,12,Brooklyn Brewery,Brooklyn, NY
Brooklyn Lager (16 oz.),66,0.052,,438,American Amber / Red Lager,16,Brooklyn Brewery,Brooklyn, NY
Brooklyn Lager (12 oz.),65,0.052,,438,American Amber / Red Lager,12,Brooklyn Brewery,Brooklyn, NY
Tour de Nez Belgian IPA (Current),538,0.08,,531,Belgian IPA,16,Buckbean Brewing Company,Reno, NV
Roler Bock (Current),504,0.072,,531,Maibock / Helles Bock,16,Buckbean Brewing Company,Reno, NV
Black Adder IBA (Current),383,0.073,85,531,American Black Ale,16,Buckbean Brewing Company,Reno, NV
Very Noddy Lager (Current),29,0.099,,531,Schwarzbier,16,Buckbean Brewing Company,Reno, NV
Tule Duck Red Ale (Current),28,0.062,42,531,American Amber / Red Ale,16,Buckbean Brewing Company,Reno, NV
Original Orange Blossom Ale (Current),27,0.058,35,531,Herbed / Spiced Beer,16,Buckbean Brewing Company,Reno, NV
Black Noddy Lager (Current),26,0.052,40,531,Schwarzbier,16,Buckbean Brewing Company,Reno, NV
Cleveland Beer Week 2013,1627,0.053,,358,Munich Helles Lager,16,Buckeye Brewing,Cleveland, OH
Painted Turtle,2552,0.045,36,57,American Pale Ale (APA),12,BuckleDown Brewing,Lyons, IL
1836,2125,0.06,40,215,American Blonde Ale,12,Buffalo Bayou Brewing Company,Houston, TX
Summer's Wit,2124,0.06,20,215,Witbier,12,Buffalo Bayou Brewing Company,Houston, TX
More Cowbell,2123,0.09,118,215,American Double / Imperial IPA,16,Buffalo Bayou Brewing Company,Houston, TX
Wrath of Pele,2608,0.065,40,25,American Brown Ale,16,Burn 'Em Brewing,Michigan City, IN
Black Beer'd,2607,0.068,,25,American Black Ale,16,Burn 'Em Brewing,Michigan City, IN
Mr. Tea,2606,0.078,,25,Fruit / Vegetable Beer,24,Burn 'Em Brewing,Michigan City, IN
Pale Alement,2478,0.055,40,25,American Pale Ale (APA),12,Burn 'Em Brewing,Michigan City, IN
Hopkick Dropkick,2471,0.099,115,25,American Double / Imperial IPA,12,Burn 'Em Brewing,Michigan City, IN
Kreamed Corn,2470,0.06,19,25,Cream Ale,12,Burn 'Em Brewing,Michigan City, IN
Coconoats,2464,0.065,,25,American Pale Wheat Ale,16,Burn 'Em Brewing,Michigan City, IN
Joey Wheat,2160,0.068,16,25,American Pale Wheat Ale,16,Burn 'Em Brewing,Michigan City, IN
3:33 Black IPA,2158,0.072,86,25,American IPA,16,Burn 'Em Brewing,Michigan City, IN
MCA,2072,0.068,70,25,American IPA,16,Burn 'Em Brewing,Michigan City, IN
Pale Alement,2054,0.055,40,25,American Pale Ale (APA),16,Burn 'Em Brewing,Michigan City, IN
Couch Select Lager,2196,0.05,14,198,American Pale Lager,12,Burnside Brewing Co.,Portland, OR
Mucho Aloha Hawaiian Pale Ale,668,0.056,36,518,American Pale Ale (APA),12,Butcher's Brewing,Carlsbad, CA
Heinnieweisse Weissebier,52,0.049,10,557,Hefeweizen,12,Butternuts Beer and Ale,Garrattsville, NY
Snapperhead IPA,51,0.068,63,557,American IPA,12,Butternuts Beer and Ale,Garrattsville, NY
Moo Thunder Stout,50,0.049,35,557,Milk / Sweet Stout,12,Butternuts Beer and Ale,Garrattsville, NY
